SrNo,CalendarDate,Sales,CategoryByGender,Categories,Brand,Colors,Size,In_Stock,Discount,Customer_Return,Rating
d1261,14/06/18,5504,Women,Flip Flops,Kate Spade,Red,37,Yes,Yes,Yes,1
d1262,15/06/18,5862,Women,Sneakers,Kate Spade,Red,39,Yes,No,Yes,1
d1263,16/06/18,5925,Women,Sneakers,Adidas,Blue,38,Yes,No,Yes,2
d1264,17/06/18,5714,Women,Boots,Coach,Pink,41,Yes,No,Yes,1
d1265,18/06/18,5472,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,Yes,2
d1266,19/06/18,5836,Women,Flip Flops,Adidas,Blue,37,Yes,No,Yes,3
d1267,20/06/18,5825,Women,Boots,Tommy Hilfiger,White,37,Yes,No,Yes,2
d1268,21/06/18,5646,Women,Stilettos,Kate Spade,Red,40,Yes,No,No,5
d1269,22/06/18,5621,Women,Sneakers,Aldo,Black,39,Yes,Yes,No,5
d1270,23/06/18,5447,Women,Boots,Kate Spade,Red,39,Yes,Yes,No,5
d1271,24/06/18,5787,Women,Sneakers,Aldo,Black,38,Yes,No,Yes,1
d1272,25/06/18,5365,Women,Flip Flops,Tommy Hilfiger,White,40,Yes,No,No,5
d1273,26/06/18,5139,Women,Boots,Adidas,Blue,38,Yes,No,Yes,2
d1274,27/06/18,4959,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,Yes,1
d1275,28/06/18,5338,Women,Boots,Tommy Hilfiger,White,41,Yes,No,Yes,2
d1276,29/06/18,5387,Women,Flip Flops,Aldo,Black,41,Yes,No,Yes,3
d1277,30/06/18,5351,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,Yes,Yes,2
d1278,01/07/18,5728,Women,Sneakers,Kate Spade,Red,41,Yes,Yes,No,5
d1279,02/07/18,5768,Women,Flip Flops,Coach,Pink,38,Yes,No,No,5
d1280,03/07/18,5658,Women,Flip Flops,Coach,Pink,41,Yes,No,No,5
d1281,04/07/18,5234,Women,Sneakers,Adidas,Blue,37,Yes,Yes,Yes,1
d1282,05/07/18,5337,Women,Sneakers,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1283,06/07/18,5163,Women,Sneakers,Aldo,Black,38,Yes,No,No,5
d1284,07/07/18,6067,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,5
d1285,08/07/18,5584,Women,Sneakers,Aldo,Black,38,Yes,No,No,5
d1286,09/07/18,5420,Women,Boots,Adidas,Blue,40,Yes,Yes,No,5
d1287,10/07/18,5497,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,5
d1288,11/07/18,21930,Women,Sneakers,Aldo,Black,41,Yes,Yes,No,5
d1289,12/07/18,21760,Women,Boots,Coach,Pink,37,Yes,Yes,No,5
d1290,13/07/18,21134,Women,Sneakers,Kate Spade,Red,38,Yes,No,No,5
d1291,14/07/18,20067,Women,Boots,Coach,Pink,41,Yes,Yes,No,5
d1292,15/07/18,19870,Women,Boots,Tommy Hilfiger,White,40,Yes,No,No,5
d1293,16/07/18,19413,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,5
d1294,17/07/18,19468,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,No,5
d1295,18/07/18,18935,Women,Sneakers,Coach,Pink,41,Yes,Yes,No,5
d1296,19/07/18,21386,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1297,20/07/18,20410,Women,Wedges,Tommy Hilfiger,White,38,Yes,No,No,5
d1298,21/07/18,18262,Women,Boots,Aldo,Black,38,Yes,Yes,No,5
d1299,22/07/18,18295,Women,Boots,Aldo,Black,40,Yes,No,No,5
d1300,23/07/18,17906,Women,Wedges,Coach,Pink,38,Yes,No,No,5
d1301,24/07/18,19214,Women,Stilettos,Kate Spade,Red,37,Yes,No,No,5
d1302,25/07/18,18080,Women,Wedges,Kate Spade,Red,41,Yes,Yes,No,5
d1303,26/07/18,18476,Women,Flip Flops,Adidas,Blue,41,Yes,Yes,No,4
d1304,27/07/18,19046,Women,Sneakers,Coach,Pink,40,Yes,No,No,4
d1305,28/07/18,19314,Women,Flip Flops,Kate Spade,Red,40,Yes,Yes,No,4
d1306,29/07/18,18275,Women,Boots,Tommy Hilfiger,White,40,Yes,Yes,Yes,3
d1307,30/07/18,18376,Women,Boots,Adidas,Blue,38,Yes,Yes,No,5
d1308,31/07/18,17681,Women,Flip Flops,Coach,Pink,41,Yes,No,No,5
d1309,01/08/18,18458,Women,Wedges,Kate Spade,Red,37,Yes,Yes,No,5
d1310,02/08/18,17697,Women,Stilettos,Coach,Pink,37,Yes,No,Yes,2
d1311,03/08/18,18280,Women,Sneakers,Tommy Hilfiger,White,41,Yes,No,No,5
d1312,04/08/18,18316,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,5
d1313,05/08/18,18326,Women,Boots,Adidas,Blue,38,Yes,Yes,No,4
d1314,06/08/18,19492,Women,Sneakers,Aldo,Black,40,Yes,Yes,No,4
d1315,07/08/18,19629,Women,Boots,Aldo,Black,37,Yes,No,No,4
d1316,08/08/18,19831,Women,Stilettos,Kate Spade,Red,41,Yes,Yes,Yes,3
d1317,09/08/18,17275,Women,Sneakers,Tommy Hilfiger,White,39,Yes,No,No,5
d1318,10/08/18,17663,Women,Boots,Aldo,Black,40,Yes,Yes,No,5
d1319,11/08/18,17205,Women,Sneakers,Aldo,Black,37,Yes,Yes,No,5
d1320,12/08/18,17167,Women,Boots,Kate Spade,Red,38,No,No,Yes,2
d1321,13/08/18,16550,Women,Stilettos,Kate Spade,Red,39,Yes,No,No,5
d1322,14/08/18,16458,Women,Sneakers,Kate Spade,Red,41,Yes,No,No,5
d1323,15/08/18,17721,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1324,16/08/18,17038,Women,Flip Flops,Coach,Pink,40,Yes,No,No,5
d1325,17/08/18,17402,Women,Sneakers,Kate Spade,Red,37,Yes,No,No,4
d1326,18/08/18,17413,Women,Stilettos,Tommy Hilfiger,White,40,Yes,No,No,4
d1327,19/08/18,18322,Women,Stilettos,Tommy Hilfiger,White,38,Yes,No,Yes,3
d1328,20/08/18,18959,Women,Flip Flops,Kate Spade,Red,38,Yes,No,No,5
d1329,21/08/18,19491,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1330,22/08/18,29399,Women,Sneakers,Coach,Pink,38,Yes,No,No,5
d1331,23/08/18,22512,Women,Stilettos,Adidas,Blue,40,Yes,Yes,No,5
d1332,24/08/18,24117,Women,Sneakers,Kate Spade,Red,40,Yes,Yes,No,5
d1333,25/08/18,28116,Women,Boots,Aldo,Black,41,Yes,No,No,5
d1334,26/08/18,37490,Women,Flip Flops,Kate Spade,Red,40,Yes,Yes,No,5
d1335,27/08/18,17072,Women,Stilettos,Tommy Hilfiger,White,40,Yes,No,No,4
d1336,28/08/18,17143,Women,Flip Flops,Kate Spade,Red,38,Yes,Yes,No,4
d1337,29/08/18,17108,Women,Flip Flops,Coach,Pink,40,Yes,No,Yes,3
d1338,30/08/18,16775,Women,Boots,Adidas,Blue,40,Yes,No,No,5
d1339,31/08/18,17157,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1340,01/09/18,19680,Women,Flip Flops,Coach,Pink,40,Yes,No,No,5
d1341,02/09/18,21154,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1342,03/09/18,21069,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,5
d1343,04/09/18,19679,Women,Sneakers,Coach,Pink,37,Yes,Yes,No,5
d1344,05/09/18,19580,Women,Wedges,Coach,Pink,38,Yes,No,No,5
d1345,06/09/18,19334,Women,Stilettos,Kate Spade,Red,37,Yes,No,No,4
d1346,07/09/18,18847,Women,Sneakers,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1347,08/09/18,18157,Women,Sneakers,Coach,Pink,39,Yes,No,No,4
d1348,09/09/18,18277,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,5
d1349,10/09/18,18707,Women,Wedges,Adidas,Blue,40,Yes,No,No,5
d1350,11/09/18,17817,Women,Wedges,Kate Spade,Red,39,Yes,No,No,5
d1351,12/09/18,20048,Women,Sneakers,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1352,13/09/18,18736,Women,Boots,Coach,Pink,40,Yes,No,No,5
d1353,14/09/18,18413,Women,Sneakers,Kate Spade,Red,41,Yes,No,No,5
d1354,15/09/18,17129,Women,Sneakers,Kate Spade,Red,41,Yes,No,No,5
d1355,16/09/18,17209,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,4
d1356,17/09/18,17430,Women,Stilettos,Kate Spade,Red,40,Yes,Yes,No,5
d1357,18/09/18,17922,Women,Boots,Kate Spade,Red,38,Yes,No,No,4
d1358,19/09/18,17400,Women,Flip Flops,Kate Spade,Red,41,Yes,Yes,No,5
d1359,20/09/18,18179,Women,Flip Flops,Coach,Pink,37,Yes,No,No,5
d1360,21/09/18,17118,Women,Sneakers,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1361,22/09/18,17513,Women,Sneakers,Adidas,Blue,41,Yes,No,No,5
d1362,23/09/18,16997,Women,Sneakers,Adidas,Blue,39,Yes,Yes,No,5
d1363,24/09/18,17750,Women,Flip Flops,Adidas,Blue,41,Yes,No,No,5
d1364,25/09/18,17743,Women,Flip Flops,Coach,Pink,38,Yes,Yes,No,5
d1365,26/09/18,17458,Women,Boots,Kate Spade,Red,39,Yes,Yes,No,5
d1366,27/09/18,18863,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,No,No,4
d1367,28/09/18,19173,Women,Boots,Adidas,Blue,40,Yes,No,No,5
d1368,29/09/18,19548,Women,Wedges,Aldo,Black,41,Yes,Yes,No,4
d1369,30/09/18,17283,Women,Flip Flops,Tommy Hilfiger,White,39,Yes,Yes,No,5
d1370,01/10/18,17585,Women,Stilettos,Tommy Hilfiger,White,39,Yes,No,No,5
d1371,02/10/18,16705,Women,Sneakers,Aldo,Black,40,Yes,No,No,4
d1372,03/10/18,16508,Women,Flip Flops,Aldo,Black,40,Yes,No,No,4
d1373,04/10/18,16859,Women,Stilettos,Adidas,Blue,40,Yes,No,No,5
d1374,05/10/18,16277,Women,Sneakers,Tommy Hilfiger,White,37,Yes,No,No,5
d1375,06/10/18,17882,Women,Flip Flops,Coach,Pink,38,Yes,No,No,5
d1376,07/10/18,17047,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,Yes,No,4
d1377,08/10/18,17459,Women,Flip Flops,Coach,Pink,38,Yes,No,No,5
d1378,09/10/18,17717,Women,Boots,Kate Spade,Red,37,Yes,Yes,No,4
d1379,10/10/18,19044,Women,Sneakers,Adidas,Blue,40,Yes,No,No,5
d1380,11/10/18,20765,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,5
d1381,12/10/18,18690,Women,Flip Flops,Coach,Pink,38,Yes,No,No,4
d1382,13/10/18,29501,Women,Stilettos,Coach,Pink,38,Yes,No,No,4
d1383,14/10/18,20680,Women,Boots,Kate Spade,Red,38,Yes,No,No,5
d1384,15/10/18,24293,Women,Sneakers,Coach,Pink,39,Yes,Yes,No,5
d1385,16/10/18,25550,Women,Flip Flops,Kate Spade,Red,38,Yes,No,No,5
d1386,17/10/18,34879,Women,Sneakers,Adidas,Blue,39,Yes,No,No,4
d1387,18/10/18,19306,Women,Flip Flops,Tommy Hilfiger,White,40,Yes,No,No,5
d1388,19/10/18,16834,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,4
d1389,20/10/18,17115,Women,Sneakers,Coach,Pink,41,Yes,No,No,5
d1390,21/10/18,16755,Women,Boots,Kate Spade,Red,41,Yes,Yes,No,5
d1391,22/10/18,16324,Women,Sneakers,Coach,Pink,38,Yes,No,No,4
d1392,23/10/18,18674,Women,Sneakers,Coach,Pink,41,Yes,Yes,No,4
d1393,24/10/18,22185,Women,Flip Flops,Adidas,Blue,40,Yes,No,No,5
d1394,25/10/18,21687,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,No,5
d1395,26/10/18,20394,Women,Wedges,Tommy Hilfiger,White,37,Yes,Yes,No,5
d1396,27/10/18,19903,Women,Wedges,Kate Spade,Red,40,Yes,Yes,No,4
d1397,28/10/18,19174,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,Yes,No,5
d1398,29/10/18,19308,Women,Sneakers,Kate Spade,Red,40,Yes,Yes,No,4
d1399,30/10/18,18374,Women,Wedges,Aldo,Black,38,Yes,Yes,No,5
d1400,31/10/18,18157,Women,Sneakers,Tommy Hilfiger,White,41,No,No,No,5
d1401,01/11/18,21633,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,No,No,4
d1402,02/11/18,19746,Women,Stilettos,Aldo,Black,39,Yes,Yes,No,4
d1403,03/11/18,17771,Women,Stilettos,Aldo,Black,37,Yes,Yes,No,5
d1404,04/11/18,17129,Women,Stilettos,Coach,Pink,41,Yes,No,No,5
d1405,05/11/18,18213,Women,Stilettos,Kate Spade,Red,41,Yes,Yes,No,5
d1406,06/11/18,17923,Women,Boots,Coach,Pink,40,Yes,No,No,5
d1407,07/11/18,17951,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,5
d1408,08/11/18,18309,Women,Stilettos,Aldo,Black,37,Yes,No,No,4
d1409,09/11/18,17674,Women,Boots,Tommy Hilfiger,White,37,Yes,No,No,5
d1410,10/11/18,18404,Women,Flip Flops,Coach,Pink,41,Yes,Yes,No,5
d1411,11/11/18,18115,Women,Sneakers,Tommy Hilfiger,White,39,Yes,No,No,5
d1412,12/11/18,17553,Women,Flip Flops,Aldo,Black,41,Yes,No,No,5
d1413,13/11/18,17074,Women,Boots,Aldo,Black,39,Yes,No,No,5
d1414,14/11/18,18060,Women,Flip Flops,Kate Spade,Red,40,Yes,No,No,5
d1415,15/11/18,17655,Women,Boots,Kate Spade,Red,39,Yes,No,No,5
d1416,16/11/18,18699,Women,Sneakers,Coach,Pink,41,Yes,No,No,5
d1417,17/11/18,18176,Women,Sneakers,Coach,Pink,39,Yes,Yes,No,5
d1418,18/11/18,19394,Women,Sneakers,Tommy Hilfiger,White,37,Yes,No,No,4
d1419,19/11/18,18804,Women,Sneakers,Kate Spade,Red,37,Yes,No,No,5
d1420,20/11/18,18277,Women,Boots,Adidas,Blue,39,Yes,No,No,5
d1421,21/11/18,17649,Women,Flip Flops,Tommy Hilfiger,White,40,Yes,Yes,No,5
d1422,22/11/18,16502,Women,Boots,Tommy Hilfiger,White,39,Yes,No,No,5
d1423,23/11/18,17082,Women,Stilettos,Kate Spade,Red,40,Yes,Yes,No,5
d1424,24/11/18,16401,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,4
d1425,25/11/18,16718,Women,Flip Flops,Adidas,Blue,40,Yes,Yes,Yes,2
d1426,26/11/18,16948,Women,Stilettos,Tommy Hilfiger,White,37,Yes,No,Yes,1
d1427,27/11/18,17589,Women,Sneakers,Kate Spade,Red,40,Yes,Yes,No,4
d1428,28/11/18,17138,Women,Sneakers,Coach,Pink,37,Yes,No,No,4
d1429,29/11/18,17348,Women,Boots,Tommy Hilfiger,White,37,Yes,Yes,Yes,2
d1430,30/11/18,17443,Women,Flip Flops,Coach,Pink,40,Yes,Yes,No,5
d1431,01/12/18,15280,Women,Sneakers,Kate Spade,Red,37,Yes,No,No,5
d1432,02/12/18,15746,Women,Sneakers,Kate Spade,Red,37,Yes,Yes,No,3
d1433,03/12/18,15032,Women,Boots,Adidas,Blue,39,Yes,No,No,5
d1434,04/12/18,13364,Women,Stilettos,Tommy Hilfiger,White,39,Yes,No,No,4
d1435,05/12/18,14266,Women,Boots,Adidas,Blue,41,Yes,No,Yes,2
d1436,06/12/18,13318,Women,Sneakers,Tommy Hilfiger,White,37,Yes,Yes,Yes,1
d1437,07/12/18,13642,Women,Flip Flops,Kate Spade,Red,41,Yes,Yes,No,4
d1438,08/12/18,12456,Women,Flip Flops,Adidas,Blue,39,Yes,Yes,No,4
d1439,09/12/18,14462,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,Yes,2
d1440,10/12/18,14703,Women,Boots,Aldo,Black,40,Yes,No,No,5
d1441,11/12/18,13232,Women,Boots,Coach,Pink,41,Yes,No,No,5
d1442,12/12/18,12837,Women,Stilettos,Kate Spade,Red,40,Yes,No,Yes,3
d1443,13/12/18,12397,Women,Flip Flops,Adidas,Blue,38,Yes,Yes,No,5
d1444,14/12/18,13123,Women,Boots,Tommy Hilfiger,White,40,Yes,No,No,5
d1445,15/12/18,12667,Women,Boots,Coach,Pink,39,Yes,No,No,4
d1446,16/12/18,12716,Women,Boots,Tommy Hilfiger,White,37,Yes,No,Yes,1
d1447,17/12/18,12642,Women,Wedges,Kate Spade,Red,37,Yes,Yes,No,5
d1448,18/12/18,13963,Women,Boots,Coach,Pink,40,Yes,Yes,No,5
d1449,19/12/18,13395,Women,Flip Flops,Adidas,Blue,37,Yes,No,No,4
d1450,20/12/18,13365,Women,Boots,Aldo,Black,37,Yes,No,No,5
d1451,21/12/18,12620,Women,Boots,Kate Spade,Red,37,Yes,No,No,3
d1452,22/12/18,13026,Women,Stilettos,Coach,Pink,39,Yes,No,No,5
d1453,23/12/18,12801,Women,Stilettos,Tommy Hilfiger,White,41,Yes,No,No,5
d1454,24/12/18,12906,Women,Boots,Kate Spade,Red,39,Yes,No,No,5
d1455,25/12/18,12443,Women,Flip Flops,Adidas,Blue,37,Yes,No,No,4
d1456,26/12/18,12501,Women,Sneakers,Tommy Hilfiger,White,41,Yes,No,Yes,1
d1457,27/12/18,13696,Women,Wedges,Coach,Pink,39,Yes,Yes,No,5
d1458,28/12/18,13843,Women,Boots,Aldo,Black,40,Yes,No,No,5
d1459,29/12/18,14301,Women,Sneakers,Coach,Pink,38,Yes,No,No,4
d1460,30/12/18,13112,Women,Sneakers,Coach,Pink,38,Yes,Yes,No,5
d1461,31/12/18,13039,Women,Boots,Coach,Pink,40,Yes,No,Yes,3
d1462,01/01/19,12314,Women,Boots,Aldo,Black,39,Yes,Yes,No,5
d1463,02/01/19,12156,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,No,5
d1464,03/01/19,11701,Women,Flip Flops,Adidas,Blue,39,Yes,Yes,Yes,3
d1465,04/01/19,11824,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1466,05/01/19,12934,Women,Boots,Adidas,Blue,38,Yes,No,No,5
d1467,06/01/19,11750,Women,Boots,Coach,Pink,38,Yes,Yes,No,5
d1468,07/01/19,11698,Women,Stilettos,Coach,Pink,40,Yes,Yes,Yes,3
d1469,08/01/19,11950,Women,Sneakers,Tommy Hilfiger,White,38,Yes,No,Yes,1
d1470,09/01/19,13327,Women,Sneakers,Coach,Pink,39,Yes,No,Yes,3
d1471,10/01/19,12816,Women,Stilettos,Tommy Hilfiger,White,39,Yes,No,No,5
d1472,11/01/19,12923,Women,Boots,Coach,Pink,39,Yes,No,No,5
d1473,12/01/19,17572,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,5
d1474,13/01/19,13805,Women,Boots,Aldo,Black,40,Yes,No,Yes,3
d1475,14/01/19,15645,Women,Sneakers,Coach,Pink,40,Yes,No,No,5
d1476,15/01/19,18439,Women,Flip Flops,Coach,Pink,37,Yes,No,No,5
d1477,16/01/19,23062,Women,Sneakers,Coach,Pink,40,Yes,Yes,No,5
d1478,17/01/19,11720,Women,Flip Flops,Kate Spade,Red,37,Yes,No,No,3
d1479,18/01/19,11789,Women,Sneakers,Adidas,Blue,41,No,No,Yes,1
d1480,19/01/19,11944,Women,Sneakers,Aldo,Black,38,Yes,Yes,Yes,3
d1481,20/01/19,11877,Women,Boots,Adidas,Blue,40,Yes,No,No,5
d1482,21/01/19,11004,Women,Flip Flops,Tommy Hilfiger,White,37,Yes,No,No,5
d1483,22/01/19,14225,Women,Wedges,Tommy Hilfiger,White,39,Yes,No,Yes,2
d1484,23/01/19,14192,Women,Flip Flops,Adidas,Blue,40,Yes,No,No,4
d1485,24/01/19,15547,Women,Flip Flops,Coach,Pink,40,Yes,No,Yes,1
d1486,25/01/19,13239,Women,Boots,Tommy Hilfiger,White,41,Yes,Yes,Yes,1
d1487,26/01/19,13994,Women,Stilettos,Coach,Pink,39,Yes,No,No,4
d1488,27/01/19,13145,Women,Boots,Adidas,Blue,41,Yes,Yes,Yes,1
d1489,28/01/19,13918,Women,Stilettos,Coach,Pink,37,Yes,Yes,Yes,1
d1490,29/01/19,12297,Women,Flip Flops,Coach,Pink,38,Yes,Yes,Yes,1
d1491,30/01/19,12586,Women,Flip Flops,Kate Spade,Red,39,Yes,No,No,5
d1492,31/01/19,13274,Women,Sneakers,Tommy Hilfiger,White,41,Yes,Yes,No,5
d1493,01/02/19,13129,Women,Boots,Tommy Hilfiger,White,40,Yes,No,Yes,2
d1494,02/02/19,13881,Women,Sneakers,Coach,Pink,38,Yes,Yes,No,4
d1495,03/02/19,13575,Women,Flip Flops,Tommy Hilfiger,White,38,Yes,No,Yes,1
d1496,04/02/19,13314,Women,Sneakers,Tommy Hilfiger,White,37,Yes,Yes,Yes,1
d1497,05/02/19,12779,Women,Flip Flops,Aldo,Black,39,Yes,Yes,No,4
d1498,06/02/19,12394,Women,Boots,Kate Spade,Red,38,Yes,Yes,Yes,1
d1499,07/02/19,12168,Women,Stilettos,Adidas,Blue,41,Yes,No,Yes,1
d1500,08/02/19,13436,Women,Sneakers,Kate Spade,Red,38,Yes,Yes,Yes,1
d1501,09/02/19,13146,Women,Sneakers,Kate Spade,Red,38,Yes,No,No,5
d1502,10/02/19,13375,Women,Wedges,Aldo,Black,40,Yes,No,No,5
d1503,11/02/19,12545,Women,Sneakers,Kate Spade,Red,41,Yes,No,Yes,1
d1504,12/02/19,12974,Women,Stilettos,Coach,Pink,39,Yes,No,Yes,1
d1505,13/02/19,13346,Women,Boots,Adidas,Blue,38,Yes,Yes,Yes,3
d1506,14/02/19,12665,Women,Flip Flops,Adidas,Blue,39,Yes,No,No,4
d1507,15/02/19,12905,Women,Boots,Coach,Pink,38,Yes,No,Yes,2
d1508,16/02/19,12129,Women,Flip Flops,Adidas,Blue,41,Yes,No,No,5
d1509,17/02/19,14031,Women,Flip Flops,Coach,Pink,39,Yes,No,No,5
d1510,18/02/19,13541,Women,Flip Flops,Aldo,Black,41,Yes,Yes,Yes,1
d1511,19/02/19,14841,Women,Boots,Adidas,Blue,41,Yes,No,No,5
d1512,20/02/19,13047,Women,Flip Flops,Kate Spade,Red,41,Yes,No,No,5
d1513,21/02/19,12977,Women,Flip Flops,Aldo,Black,39,Yes,Yes,Yes,1
d1514,22/02/19,12494,Women,Sneakers,Aldo,Black,40,Yes,Yes,Yes,1
d1515,23/02/19,12708,Women,Boots,Coach,Pink,37,Yes,No,Yes,3
d1516,24/02/19,12357,Women,Stilettos,Aldo,Black,38,Yes,Yes,No,4
d1517,25/02/19,11905,Women,Boots,Tommy Hilfiger,White,38,Yes,No,Yes,2
d1518,26/02/19,13462,Women,Wedges,Aldo,Black,37,Yes,Yes,No,5
d1519,27/02/19,12863,Women,Sneakers,Tommy Hilfiger,White,41,Yes,No,No,5
d1520,28/02/19,13251,Women,Boots,Tommy Hilfiger,White,40,Yes,Yes,Yes,1
d1521,01/03/19,13106,Women,Boots,Coach,Pink,39,Yes,No,No,5
d1522,02/03/19,14582,Women,Sneakers,Aldo,Black,37,Yes,Yes,No,5
d1523,03/03/19,13660,Women,Flip Flops,Coach,Pink,41,Yes,No,No,5
d1524,04/03/19,13150,Women,Sneakers,Aldo,Black,38,Yes,No,No,5
d1525,05/03/19,18489,Women,Stilettos,Tommy Hilfiger,White,40,Yes,No,No,5
d1526,06/03/19,13993,Women,Flip Flops,Adidas,Blue,38,Yes,Yes,No,4
d1527,07/03/19,16466,Women,Boots,Tommy Hilfiger,White,41,Yes,No,No,4
d1528,08/03/19,17839,Women,Sneakers,Kate Spade,Red,41,Yes,No,No,5
d1529,09/03/19,22135,Women,Boots,Tommy Hilfiger,White,39,Yes,No,No,4
d1530,10/03/19,13520,Women,Flip Flops,Kate Spade,Red,40,Yes,Yes,No,5
d1531,11/03/19,12838,Women,Flip Flops,Coach,Pink,38,Yes,No,No,5
d1532,12/03/19,12647,Women,Sneakers,Aldo,Black,41,Yes,Yes,No,5
d1533,13/03/19,12073,Women,Boots,Adidas,Blue,39,Yes,No,No,5
d1534,14/03/19,11626,Women,Flip Flops,Kate Spade,Red,38,Yes,No,No,5
d1535,15/03/19,13767,Women,Wedges,Tommy Hilfiger,White,39,Yes,No,No,5
d1536,16/03/19,15742,Women,Sneakers,Tommy Hilfiger,White,37,Yes,No,No,4
d1537,17/03/19,15696,Women,Sneakers,Adidas,Blue,38,Yes,No,No,4
d1538,18/03/19,13794,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1539,19/03/19,14383,Women,Boots,Tommy Hilfiger,White,38,Yes,No,No,4
d1540,20/03/19,14133,Women,Stilettos,Adidas,Blue,40,Yes,Yes,No,5
d1541,21/03/19,14418,Women,Boots,Adidas,Blue,37,Yes,No,No,5
d1542,22/03/19,13005,Women,Sneakers,Tommy Hilfiger,White,37,Yes,No,No,5
d1543,23/03/19,13001,Women,Flip Flops,Aldo,Black,39,Yes,No,No,4
d1544,24/03/19,15963,Women,Stilettos,Tommy Hilfiger,White,37,Yes,No,No,5
d1545,25/03/19,14727,Women,Sneakers,Adidas,Blue,41,Yes,No,Yes,1
d1546,26/03/19,13153,Women,Stilettos,Tommy Hilfiger,White,37,Yes,No,Yes,1
d1547,27/03/19,12362,Women,Sneakers,Coach,Pink,38,Yes,No,Yes,1
d1548,28/03/19,13702,Women,Boots,Kate Spade,Red,41,Yes,No,No,5
d1549,29/03/19,13001,Women,Flip Flops,Aldo,Black,38,Yes,Yes,Yes,1
d1550,30/03/19,13524,Women,Sneakers,Kate Spade,Red,38,Yes,No,No,5
d1551,31/03/19,12973,Women,Wedges,Kate Spade,Red,39,Yes,No,Yes,3
d1552,01/04/19,13615,Women,Sneakers,Kate Spade,Red,37,Yes,No,No,4
d1553,02/04/19,14143,Women,Boots,Tommy Hilfiger,White,40,Yes,Yes,No,4
d1554,03/04/19,14178,Women,Flip Flops,Coach,Pink,38,No,Yes,No,5
d1555,04/04/19,13556,Women,Sneakers,Coach,Pink,39,Yes,No,Yes,1
d1556,05/04/19,12970,Women,Stilettos,Tommy Hilfiger,White,41,Yes,No,Yes,1
d1557,06/04/19,14611,Women,Sneakers,Tommy Hilfiger,White,39,Yes,Yes,Yes,1
d1558,07/04/19,13202,Women,Flip Flops,Kate Spade,Red,39,Yes,Yes,No,5
d1559,08/04/19,13444,Women,Sneakers,Coach,Pink,37,Yes,Yes,Yes,1
d1560,09/04/19,12723,Women,Sneakers,Coach,Pink,41,Yes,No,No,5
d1561,10/04/19,13993,Women,Flip Flops,Adidas,Blue,40,Yes,No,Yes,3
d1562,11/04/19,13889,Women,Sneakers,Kate Spade,Red,39,Yes,No,No,4
d1563,12/04/19,14213,Women,Boots,Adidas,Blue,39,Yes,Yes,No,5
d1564,13/04/19,14095,Women,Wedges,Aldo,Black,39,Yes,Yes,No,5
d1565,14/04/19,13728,Women,Boots,Coach,Pink,40,Yes,No,No,5
d1566,15/04/19,13045,Women,Boots,Aldo,Black,38,Yes,No,No,5
d1567,16/04/19,12676,Women,Boots,Coach,Pink,40,Yes,No,Yes,1
d1568,17/04/19,13261,Women,Stilettos,Aldo,Black,40,Yes,No,No,5
d1569,18/04/19,12274,Women,Boots,Kate Spade,Red,38,Yes,Yes,No,5
d1570,19/04/19,14227,Women,Boots,Kate Spade,Red,37,Yes,No,No,5
d1571,20/04/19,13119,Women,Sneakers,Adidas,Blue,39,Yes,No,No,5
d1572,21/04/19,12320,Women,Wedges,Adidas,Blue,38,Yes,Yes,No,5
